Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2019,04,25,21:57:46,-1.9244,122.4903,10,5.4,"112km SSW of Luwuk, Indonesia",1556229466
2019,04,24,18:22:41,-1.7707,122.5894,10,4.7,"93km SSW of Luwuk, Indonesia",1556130161
2019,04,22,13:52:16,-1.7919,122.6271,10,4.6,"94km S of Luwuk, Indonesia",1555941136
2019,04,21,02:55:25,-1.8537,122.6178,10,4.3,"101km S of Luwuk, Indonesia",1555815325
2019,04,20,00:55:36,-1.9533,122.5877,10,5,"112km SSW of Luwuk, Indonesia",1555721736
2019,04,18,21:31:44,1.6751,125.211,170.1,4.5,"25km N of Bitung, Indonesia",1555623104
2019,04,18,12:20:15,-2.1092,122.4333,10,4.1,"133km SSW of Luwuk, Indonesia",1555590015
2019,04,17,05:39:09,-1.7738,122.6171,10,4.5,"92km SSW of Luwuk, Indonesia",1555479549
2019,04,16,23:12:44,0.8801,120.1443,27.2,4.6,"15km WSW of Ogotua, Indonesia",1555456364
2019,04,16,16:44:54,-1.7761,122.6285,10,4.4,"92km S of Luwuk, Indonesia",1555433094
2019,04,16,15:44:24,-0.0569,122.4696,259.3,4.6,"66km SSE of Tilamuta, Indonesia",1555429464
2019,04,15,16:26:14,1.3165,121.0624,35,4.5,"41km NE of Tolitoli, Indonesia",1555345574
2019,04,15,03:09:21,-1.8195,122.8023,10,4.4,"95km S of Luwuk, Indonesia",1555297761
2019,04,14,17:17:30,-2.0042,122.5692,10,4.6,"118km SSW of Luwuk, Indonesia",1555262250
2019,04,13,11:56:21,1.1006,119.3546,14.8,4.4,"102km W of Ogotua, Indonesia",1555156581
2019,04,13,05:26:45,-1.7695,122.687,10,4.9,"91km S of Luwuk, Indonesia",1555133205
2019,04,13,05:26:14,-1.8347,122.5799,10,5,"100km SSW of Luwuk, Indonesia",1555133174
2019,04,13,04:23:27,-1.8832,122.6442,10,4.5,"104km S of Luwuk, Indonesia",1555129407
2019,04,13,02:29:46,-1.8276,122.73,10,4.4,"97km S of Luwuk, Indonesia",1555122586
2019,04,12,22:59:27,-1.9204,122.6147,9.7,4.8,"108km S of Luwuk, Indonesia",1555109967
2019,04,12,22:39:31,-1.8008,122.658,12.4,4.3,"94km S of Luwuk, Indonesia",1555108771
2019,04,12,20:15:07,-1.8534,122.6149,15.1,4.8,"101km S of Luwuk, Indonesia",1555100107
2019,04,12,18:23:17,-1.7743,122.6131,23.8,4.4,"93km SSW of Luwuk, Indonesia",1555093397
2019,04,12,16:01:21,-2.1103,122.8764,10,4.1,"128km S of Luwuk, Indonesia",1555084881
2019,04,12,15:08:28,-1.8633,122.7054,10,4.6,"101km S of Luwuk, Indonesia",1555081708
2019,04,12,13:31:34,-1.9287,122.7688,10,4.4,"108km S of Luwuk, Indonesia",1555075894
2019,04,12,13:23:40,-1.8277,122.6376,10,4.3,"98km S of Luwuk, Indonesia",1555075420
2019,04,12,13:10:09,-1.7632,122.5713,10,4.3,"92km SSW of Luwuk, Indonesia",1555074609
2019,04,12,12:14:57,-1.8302,122.4454,10,4.7,"104km SSW of Luwuk, Indonesia",1555071297
2019,04,12,12:12:12,-1.8533,122.5759,10,5.4,"102km SSW of Luwuk, Indonesia",1555071132
2019,04,12,12:03:54,-1.9853,122.5189,10,4.7,"118km SSW of Luwuk, Indonesia",1555070634
2019,04,12,11:50:11,-1.6602,122.6107,10,5.3,"80km SSW of Luwuk, Indonesia",1555069811
2019,04,12,11:45:36,-1.8614,122.6143,10,5.7,"102km S of Luwuk, Indonesia",1555069536
2019,04,12,11:40:49,-1.8146,122.5798,15.5,6.8,"98km SSW of Luwuk, Indonesia",1555069249
2019,04,07,19:45:33,0.8947,123.2341,45.2,4.8,"4km WSW of Boroko, Indonesia",1554666333
2019,04,04,18:53:49,-0.3009,124.1982,35.7,4.1,"79km SSE of Molibagu, Indonesia",1554404029
2019,04,02,16:31:38,-1.3292,120.1576,10,4.4,"56km W of Kasiguncu, Indonesia",1554222698
2019,03,27,00:33:44,0.4148,123.9474,202,4.6,"5km NW of Molibagu, Indonesia",1553646824
2019,03,26,02:39:00,-1.8043,120.6408,10,4.5,"30km N of Pendolo, Indonesia",1553567940
2019,03,25,14:50:48,-1.4686,120.1033,10,4.2,"61km W of Kasiguncu, Indonesia",1553525448
2019,03,24,22:11:40,-1.3902,123.5077,10,4.4,"93km ESE of Luwuk, Indonesia",1553465500
2019,03,24,11:01:58,-0.6414,121.8828,10,4.7,"106km WNW of Luwuk, Indonesia",1553425318
2019,03,24,01:32:00,-1.8703,120.5238,10,5.5,"28km NW of Pendolo, Indonesia",1553391120
2019,03,22,19:10:46,-2.1601,120.5464,10,4.4,"18km WSW of Pendolo, Indonesia",1553281846
2019,03,21,05:16:14,-1.3293,120.1082,10,4.1,"55km SSE of Palu, Indonesia",1553145374
2019,03,16,15:46:28,-1.4616,120.1654,10,4.5,"54km W of Kasiguncu, Indonesia",1552751188
2019,03,14,08:51:28,-2.8067,122.0924,10,4.3,"112km E of Malili, Indonesia",1552553488
2019,03,13,11:36:09,0.3754,122.2193,161.8,4.5,"21km SW of Tilamuta, Indonesia",1552476969
2019,03,13,01:51:18,0.2162,119.7834,35,5,"98km SSW of Ogotua, Indonesia",1552441878
2019,03,13,01:50:48,0.1111,119.7511,35,4.3,"109km SSW of Ogotua, Indonesia",1552441848
2019,03,12,15:18:39,-3.005,118.9901,10,4,"14km E of Malunda, Indonesia",1552403919
2019,03,08,21:52:42,-0.3773,124.9043,51.9,4.3,"131km SSE of Lolayan, Indonesia",1552081962
2019,03,04,23:13:30,-2.4517,121.576,10,4.4,"57km ENE of Malili, Indonesia",1551741210
2019,03,04,18:13:02,-2.4413,121.4417,10,4.8,"44km ENE of Malili, Indonesia",1551723182
2019,03,03,10:45:06,-1.491,120.1639,10,4.9,"55km W of Kasiguncu, Indonesia",1551609906
2019,03,01,23:23:11,-0.1082,125.1309,54.3,4.3,"122km SE of Modayag, Indonesia",1551482591
2019,02,27,17:40:06,-1.1068,123.7204,10,4.2,"105km E of Luwuk, Indonesia",1551289206
2019,02,26,13:28:39,-1.7316,124.303,31.6,4,"25km NNW of Bobong, Indonesia",1551187719
2019,02,24,13:29:33,0.4927,122.1832,97.7,5.1,"18km WSW of Tilamuta, Indonesia",1551014973
2019,02,23,05:23:38,-5.9574,125.3247,560.7,4,"274km SSW of Leksula, Indonesia",1550899418
2019,02,22,18:10:06,1.7114,124.0481,302.5,4.1,"83km NNW of Poigar, Indonesia",1550859006
2019,02,20,01:52:23,0.125,119.7072,40.3,4.3,"111km SSW of Ogotua, Indonesia",1550627543
2019,02,17,22:40:39,-4.118,121.3536,10,4.6,"81km WSW of Unaaha, Indonesia",1550443239
2019,02,17,22:23:40,-0.156,124.4118,75.3,4.6,"76km SE of Molibagu, Indonesia",1550442220
2019,02,15,03:10:37,-0.1504,122.7415,89.1,4.3,"78km SW of Bilungala, Indonesia",1550200237
2019,02,05,20:35:14,-0.3551,122.983,72.3,4.5,"69km NNE of Luwuk, Indonesia",1549398914
2019,02,03,09:04:14,0.0857,124.4082,72.3,4.5,"57km SE of Molibagu, Indonesia",1549184654
2019,02,02,01:11:00,0.3751,125.4444,51,5.3,"118km SSE of Tondano, Indonesia",1549069860
2019,01,30,11:35:39,-1.8379,119.5132,10,4.5,"43km NE of Babana, Indonesia",1548848139
2019,01,28,04:18:33,0.2832,121.5747,158.5,4.2,"28km S of Lemito, Indonesia",1548649113
2019,01,21,10:45:55,-0.1751,123.3579,103,4.3,"63km SSE of Bilungala, Indonesia",1548067555
2019,01,19,06:07:00,0.0338,123.7075,128,4.2,"49km SW of Molibagu, Indonesia",1547878020
2019,01,14,11:59:30,1.8319,121.3196,34,4.2,"74km N of Kali, Indonesia",1547467170
2019,01,11,06:27:32,1.7335,125.8441,77.1,4.1,"80km ENE of Bitung, Indonesia",1547188052
2019,01,09,10:14:43,-1.3697,119.7727,10,4.2,"53km SSW of Palu, Indonesia",1547028883
2019,01,06,20:20:25,-3.0054,119.4497,43.1,4.4,"10km SE of Mamasa, Indonesia",1546806025
2019,01,05,18:37:29,0.1062,121.7926,121.9,4.4,"54km SSE of Lemito, Indonesia",1546713449
2018,12,27,17:12:26,0.4084,122.6406,104.9,4.2,"25km SSE of Molobulahe, Indonesia",1545930746
2018,12,26,04:03:40,0.4047,122.6062,140.2,4.7,"25km S of Molobulahe, Indonesia",1545797020
2018,12,26,03:26:41,0.7688,122.2493,102.1,4.3,"28km NNW of Tilamuta, Indonesia",1545794801
2018,12,25,20:36:09,-1.3269,119.8171,10,4.4,"48km S of Palu, Indonesia",1545770169
2018,12,22,16:13:29,0.5568,121.7622,101.5,4.6,"21km E of Lemito, Indonesia",1545495209
2018,12,21,02:22:24,0.2015,120.1393,63.5,4.5,"77km SSW of Tinabogan, Indonesia",1545358944
2018,12,19,11:25:09,-0.147,124.3753,65.8,5,"73km SE of Molibagu, Indonesia",1545218709
2018,12,18,16:32:04,1.2161,124.1353,261.7,4.3,"29km NW of Poigar, Indonesia",1545150724
2018,12,16,22:06:50,-3.8458,120.2178,43.2,4.5,"24km NNW of Jalang, Indonesia",1544998010
2018,12,14,19:27:26,-0.0399,122.9645,147.9,5.2,"54km SSW of Bilungala, Indonesia",1544815646
2018,12,13,17:17:07,-2.9585,119.3639,10,4.5,"2km SW of Mamasa, Indonesia",1544721427
2018,12,13,04:41:50,-3.0102,119.66,58.1,4.7,"12km WNW of Tangratte, Indonesia",1544676110
2018,12,13,04:25:52,-2.8942,119.4051,10,4.9,"6km NNE of Mamasa, Indonesia",1544675152
2018,12,11,11:23:24,-0.1177,124.482,46.4,5.1,"78km SE of Molibagu, Indonesia",1544527404
2018,12,10,13:47:16,0.9249,125.3222,71.4,4.5,"59km SSE of Bitung, Indonesia",1544449636
2018,12,10,01:26:13,0.7415,125.3622,75.7,4.8,"79km SE of Tondano, Indonesia",1544405173
2018,12,08,02:52:14,0.1796,121.1496,140.9,4.4,"61km SW of Lemito, Indonesia",1544237534
2018,12,05,08:01:41,-2.9901,119.3243,32,4.4,"7km SW of Mamasa, Indonesia",1543996901
2018,12,02,02:50:11,0.0195,123.54,158.2,4.5,"54km SE of Bilungala, Indonesia",1543719011
2018,11,29,07:07:38,0.0545,125.1666,69.1,4.7,"113km SE of Modayag, Indonesia",1543475258
2018,11,28,20:15:41,0.9076,125.3689,51.4,4.6,"62km SSE of Bitung, Indonesia",1543436141
2018,11,23,20:41:17,-1.537,119.5836,47.6,4.4,"73km NE of Babana, Indonesia",1543005677
2018,11,21,06:39:13,0.9879,125.3238,69.4,4.7,"52km SSE of Bitung, Indonesia",1542782353
2018,11,20,04:54:18,-2.9254,119.1695,10,4.3,"2km NNW of Mambi, Indonesia",1542689658
2018,11,20,01:38:14,-2.9884,119.4665,10,4.5,"11km ESE of Mamasa, Indonesia",1542677894
2018,11,19,19:06:43,0.6578,123.916,187,4.4,"19km WNW of Dumoga, Indonesia",1542654403
2018,11,18,11:22:42,-3.0178,119.4236,10,4.4,"9km SSE of Mamasa, Indonesia",1542540162
2018,11,16,08:02:49,-2.9749,119.4845,10,4.3,"12km ESE of Mamasa, Indonesia",1542355369
2018,11,15,03:55:01,-2.893,119.4115,10,4.8,"6km NE of Mamasa, Indonesia",1542254101
2018,11,15,00:34:15,-2.9058,119.3407,10,4,"5km NW of Mamasa, Indonesia",1542242055
2018,11,14,23:31:25,-2.9329,119.3294,10,4.9,"5km W of Mamasa, Indonesia",1542238285
2018,11,14,23:25:16,-2.8829,119.4737,14.7,4.4,"12km ENE of Mamasa, Indonesia",1542237916
2018,11,14,23:10:08,-2.9814,119.4348,10,4.5,"7km SE of Mamasa, Indonesia",1542237008
2018,11,14,23:01:21,-2.9068,119.3922,14,5.5,"4km NNE of Mamasa, Indonesia",1542236481
2018,11,14,21:20:40,-2.9551,119.427,18.8,4.3,"5km ESE of Mamasa, Indonesia",1542230440
2018,11,13,22:41:24,-0.3573,125.3143,10,4.4,"157km SE of Modayag, Indonesia",1542148884
2018,11,13,19:04:08,-1.832,120.9505,33.3,4.4,"39km NE of Pendolo, Indonesia",1542135848
2018,11,12,20:38:58,-1.7631,120.4711,10,4.7,"41km NW of Pendolo, Indonesia",1542055138
2018,11,12,08:27:02,-3.0796,119.8119,35,4,"5km WNW of Makale, Indonesia",1542011222
2018,11,11,16:34:14,-3.0792,119.0604,26.2,4,"19km SW of Mambi, Indonesia",1541954054
2018,11,10,18:37:11,0.1927,123.0848,192.7,4.2,"25km SW of Bilungala, Indonesia",1541875031
2018,11,10,10:17:43,-2.9015,119.4402,10,4.3,"8km ENE of Mamasa, Indonesia",1541845063
2018,11,10,01:58:46,-0.8292,123.4588,10,4.7,"75km E of Luwuk, Indonesia",1541815126
2018,11,09,02:42:04,-2.4146,122.7775,10,4.4,"161km S of Luwuk, Indonesia",1541731324
2018,11,08,18:42:54,-2.8147,119.5045,10,4.6,"19km NE of Mamasa, Indonesia",1541702574
2018,11,08,13:40:14,-2.9289,119.4235,10,5,"5km ENE of Mamasa, Indonesia",1541684414
2018,11,07,12:40:43,-3.0353,119.5683,10,4.4,"21km W of Tangratte, Indonesia",1541594443
2018,11,07,12:37:34,-2.8015,119.1669,10,4.2,"16km N of Mambi, Indonesia",1541594254
2018,11,07,09:53:13,-2.9261,119.7537,10,4.3,"7km WSW of Rindingallo, Indonesia",1541584393
2018,11,07,09:42:25,-2.9201,119.4083,9,5.2,"4km NE of Mamasa, Indonesia",1541583745
2018,11,06,14:47:12,-2.9072,119.3894,10,4.4,"4km NNE of Mamasa, Indonesia",1541515632
2018,11,06,03:18:39,-2.9358,119.4255,10,4.5,"5km E of Mamasa, Indonesia",1541474319
2018,11,05,18:35:53,-2.917,119.4776,10,5.1,"11km ENE of Mamasa, Indonesia",1541442953
2018,11,05,15:21:25,0.4436,125.4667,68.8,4.7,"113km SSE of Tondano, Indonesia",1541431285
2018,11,03,22:14:24,-2.9227,119.3981,10,4.4,"3km NE of Mamasa, Indonesia",1541283264
2018,11,03,21:39:12,-2.9459,119.4901,10,4.7,"12km E of Mamasa, Indonesia",1541281152
2018,11,03,08:44:06,-2.9068,119.4558,10,4.8,"9km ENE of Mamasa, Indonesia",1541234646
2018,11,03,05:04:01,-2.9941,119.4916,10,4.4,"13km ESE of Mamasa, Indonesia",1541221441
2018,11,03,02:30:13,-2.9633,119.4107,10,4.4,"4km ESE of Mamasa, Indonesia",1541212213
2018,11,02,21:33:36,-1.2599,120.4924,10,4.9,"25km NW of Kasiguncu, Indonesia",1541194416
2018,11,02,21:06:31,-1.3005,120.5598,10,4.9,"17km NW of Kasiguncu, Indonesia",1541192791
2018,11,02,03:04:46,-1.2217,120.5391,10,4.8,"25km NNW of Kasiguncu, Indonesia",1541127886
2018,10,25,18:02:40,-4.6781,125.2771,477.4,4.2,"169km SW of Leksula, Indonesia",1540490560
2018,10,24,03:01:22,-1.6077,120.4253,10,4.6,"32km SW of Kasiguncu, Indonesia",1540350082
2018,10,23,08:14:09,-0.4192,120.0099,10,4.6,"54km NNE of Palu, Indonesia",1540282449
2018,10,22,16:13:12,-1.7436,120.2024,10,4.7,"61km SW of Kasiguncu, Indonesia",1540224792
2018,10,22,16:07:48,-1.6687,120.18,10,5.1,"59km WSW of Kasiguncu, Indonesia",1540224468
2018,10,21,04:29:00,-1.4006,120.6546,10,4.7,"2km N of Kasiguncu, Indonesia",1540096140
2018,10,21,02:58:02,-1.3743,120.5167,10,4.3,"16km WNW of Kasiguncu, Indonesia",1540090682
2018,10,20,05:21:14,-1.8253,120.5779,10,4.4,"30km NNW of Pendolo, Indonesia",1540012874
2018,10,20,04:15:22,1.6693,123.9088,310,4.4,"85km NNW of Poigar, Indonesia",1540008922
2018,10,16,19:06:15,-1.5498,120.2638,10,4.4,"45km WSW of Kasiguncu, Indonesia",1539716775
2018,10,13,04:34:14,1.5153,125.3094,97.2,5.2,"16km ENE of Bitung, Indonesia",1539405254
2018,10,11,11:53:54,-1.6403,120.1718,10,4.4,"59km WSW of Kasiguncu, Indonesia",1539258834
2018,10,10,17:34:23,1.2182,121.5563,10,4.9,"15km ENE of Kali, Indonesia",1539192863
2018,10,10,07:25:20,-0.2498,120.1481,10,4.1,"77km NNE of Palu, Indonesia",1539156320
2018,10,08,21:59:54,-1.3687,120.528,10,4.6,"15km WNW of Kasiguncu, Indonesia",1539035994
2018,10,08,21:16:05,-1.1456,119.7717,10,5.2,"30km SSW of Palu, Indonesia",1539033365
2018,10,08,21:15:46,-0.8983,119.9727,10,4.8,"11km E of Palu, Indonesia",1539033346
2018,10,07,06:40:33,-5.6418,120.6062,10,4.2,"69km SE of Sinjai, Indonesia",1538894433
2018,10,05,10:37:31,0.1276,119.8162,10,4.3,"104km SSW of Ogotua, Indonesia",1538735851
2018,10,04,23:23:14,1.1568,123.9451,264,4.3,"31km NNW of Lolak, Indonesia",1538695394
2018,10,04,22:08:34,-1.2206,120.0649,10,4.5,"42km SSE of Palu, Indonesia",1538690914
2018,10,04,20:40:31,-1.1501,120.5782,10,4.4,"31km NNW of Kasiguncu, Indonesia",1538685631
2018,10,04,18:30:16,-1.0388,120.8946,10,4.4,"42km NNE of Poso, Indonesia",1538677816
2018,10,04,18:27:22,-1.3353,120.3117,10,4.6,"39km WNW of Kasiguncu, Indonesia",1538677642
2018,10,03,11:10:21,-1.4111,120.3357,10,4.1,"35km W of Kasiguncu, Indonesia",1538565021
2018,10,03,06:31:05,-1.6696,120.4351,10,4.2,"36km SW of Kasiguncu, Indonesia",1538548265
2018,10,03,06:14:14,-2.1375,120.8126,23.5,4.1,"15km ESE of Pendolo, Indonesia",1538547254
2018,10,03,05:36:42,-1.6477,120.1806,10,4.3,"58km WSW of Kasiguncu, Indonesia",1538545002
2018,10,03,04:44:21,-1.098,120.1413,10,4.3,"37km SE of Palu, Indonesia",1538541861
2018,10,02,21:06:56,-1.0393,119.9488,14.6,4.8,"18km SSE of Palu, Indonesia",1538514416
2018,10,02,09:45:20,-2.004,121.1268,10,4.2,"49km E of Pendolo, Indonesia",1538473520
2018,10,02,07:56:17,-0.6408,120.2311,61.7,4.4,"48km NE of Palu, Indonesia",1538466977
2018,10,02,04:59:26,-1.5945,120.2234,10,5.1,"51km WSW of Kasiguncu, Indonesia",1538456366
2018,10,01,23:46:38,-0.675,119.8773,10,5.2,"23km N of Palu, Indonesia",1538437598
2018,10,01,19:22:12,-1.298,120.129,10,4.4,"53km SSE of Palu, Indonesia",1538421732
2018,10,01,17:39:01,-0.6825,119.8124,10,4.7,"24km NNW of Palu, Indonesia",1538415541
2018,10,01,05:43:34,-0.0146,119.6261,10,5.2,"100km NNW of Palu, Indonesia",1538372614
2018,09,30,15:01:26,-1.3058,120.1667,10,4.6,"55km WNW of Kasiguncu, Indonesia",1538319686
2018,09,30,14:38:42,-1.2936,120.179,10,4.8,"54km WNW of Kasiguncu, Indonesia",1538318322
2018,09,30,10:13:27,-0.2228,119.7818,10,4.4,"74km N of Palu, Indonesia",1538302407
2018,09,29,21:42:26,-0.55,119.9146,10,4,"38km N of Palu, Indonesia",1538257346
2018,09,29,19:15:39,-1.5148,120.1245,10,4.4,"59km W of Kasiguncu, Indonesia",1538248539
2018,09,29,14:26:19,-1.5691,120.1743,10,4.4,"55km WSW of Kasiguncu, Indonesia",1538231179
2018,09,29,11:06:23,-0.6685,119.909,10,4.4,"25km N of Palu, Indonesia",1538219183
2018,09,29,10:30:18,-1.4592,120.2145,10,5.1,"49km W of Kasiguncu, Indonesia",1538217018
2018,09,29,09:54:26,-0.1015,119.9477,10,4.3,"87km N of Palu, Indonesia",1538214866
2018,09,29,08:37:06,-0.0525,119.9191,10,4.4,"92km N of Palu, Indonesia",1538210226
2018,09,29,07:40:11,-1.5105,120.1827,10,5.1,"53km W of Kasiguncu, Indonesia",1538206811
2018,09,29,06:36:12,-1.2676,120.6355,10,4.8,"17km N of Kasiguncu, Indonesia",1538202972
2018,09,29,05:24:02,-1.3695,120.0546,10,4.1,"56km SSE of Palu, Indonesia",1538198642
2018,09,29,02:32:50,-1.5697,120.0451,10,4.8,"69km WSW of Kasiguncu, Indonesia",1538188370
2018,09,29,01:18:35,-1.3161,120.1027,10,4.4,"53km SSE of Palu, Indonesia",1538183915
2018,09,29,00:27:21,-1.2178,120.1201,10,4.1,"45km SE of Palu, Indonesia",1538180841
2018,09,29,00:18:59,-0.6711,119.945,10,4.2,"25km NNE of Palu, Indonesia",1538180339
2018,09,28,23:29:35,-1.2579,120.1503,10,4.4,"51km SE of Palu, Indonesia",1538177375
2018,09,28,22:17:50,-1.8124,120.2139,10,4.5,"59km WNW of Pendolo, Indonesia",1538173070
2018,09,28,21:24:01,-1.5863,120.1808,10,5,"55km WSW of Kasiguncu, Indonesia",1538169841
2018,09,28,21:17:05,-1.3541,119.5184,10,4.4,"64km SW of Palu, Indonesia",1538169425
2018,09,28,21:03:59,-1.7216,120.2505,10,4.4,"55km SW of Kasiguncu, Indonesia",1538168639
2018,09,28,21:02:41,-1.4858,119.748,10,4.2,"67km SSW of Palu, Indonesia",1538168561
2018,09,28,20:44:09,-0.2188,119.8464,10,4.3,"74km N of Palu, Indonesia",1538167449
2018,09,28,20:41:01,-1.4165,120.1982,10,4.5,"50km W of Kasiguncu, Indonesia",1538167261
2018,09,28,20:34:51,-1.3717,120.1956,10,4.4,"51km W of Kasiguncu, Indonesia",1538166891
2018,09,28,20:25:27,-1.7,120.2097,10,4.2,"58km WSW of Kasiguncu, Indonesia",1538166327
2018,09,28,20:02:52,-1.4191,120.4059,10,4.3,"27km W of Kasiguncu, Indonesia",1538164972
2018,09,28,19:21:24,-1.5339,120.2729,10,4.1,"44km WSW of Kasiguncu, Indonesia",1538162484
2018,09,28,19:04:52,-0.0496,119.7298,10,4.2,"94km N of Palu, Indonesia",1538161492
2018,09,28,17:34:11,-0.075,119.6549,10,4.1,"93km NNW of Palu, Indonesia",1538156051
2018,09,28,17:16:21,-0.1422,119.8348,14,4.3,"82km N of Palu, Indonesia",1538154981
2018,09,28,17:10:45,-0.4167,119.8577,10,4.4,"52km N of Palu, Indonesia",1538154645
2018,09,28,17:05:45,-1.4151,120.1963,10,4.6,"51km W of Kasiguncu, Indonesia",1538154345
2018,09,28,17:02:07,-0.7171,119.7762,10,4.2,"21km NNW of Palu, Indonesia",1538154127
2018,09,28,16:40:04,-0.2384,119.7171,10,4.3,"74km NNW of Palu, Indonesia",1538152804
2018,09,28,16:21:36,-2.7722,119.9419,10,4.4,"16km N of Rantepang, Indonesia",1538151696
2018,09,28,15:58:20,0.0212,119.6616,10,4.4,"103km NNW of Palu, Indonesia",1538150300
2018,09,28,15:35:42,-1.3217,119.7951,10,5,"48km S of Palu, Indonesia",1538148942
2018,09,28,15:28:13,-0.699,119.934,10,4.9,"22km NNE of Palu, Indonesia",1538148493
2018,09,28,15:21:41,-0.0711,119.7571,10,4.4,"91km N of Palu, Indonesia",1538148101
2018,09,28,14:44:27,-1.4238,120.3392,10,4.4,"35km W of Kasiguncu, Indonesia",1538145867
2018,09,28,14:26:00,0.0819,119.549,10,5.4,"113km NNW of Palu, Indonesia",1538144760
2018,09,28,14:24:40,-0.7277,120.1456,10,4.6,"35km ENE of Palu, Indonesia",1538144680
2018,09,28,14:16:04,-1.4336,120.1255,10,4.5,"58km W of Kasiguncu, Indonesia",1538144164
2018,09,28,14:10:49,-0.7567,120.5045,10,4.6,"72km ENE of Palu, Indonesia",1538143849
2018,09,28,14:10:08,-0.0571,119.7788,10,4.7,"92km N of Palu, Indonesia",1538143808
2018,09,28,13:56:50,0.0382,119.5964,10,4.6,"107km NNW of Palu, Indonesia",1538143010
2018,09,28,13:39:44,-1.4136,119.9655,10,5.2,"58km S of Palu, Indonesia",1538141984
2018,09,28,13:35:30,0.0587,119.6831,10,5.7,"107km N of Palu, Indonesia",1538141730
2018,09,28,13:28:51,-1.1697,120.0054,10,4.5,"34km SSE of Palu, Indonesia",1538141331
2018,09,28,13:23:43,-0.724,119.7784,10,4.3,"21km NNW of Palu, Indonesia",1538141023
2018,09,28,13:10:26,-0.0491,119.8111,10,4.9,"93km N of Palu, Indonesia",1538140226
2018,09,28,12:39:33,-1.0791,120.2577,10,4.7,"47km ESE of Palu, Indonesia",1538138373
2018,09,28,12:36:38,-0.0946,119.841,10,4.2,"88km N of Palu, Indonesia",1538138198
2018,09,28,12:27:33,-0.4574,119.8805,10,5.2,"48km N of Palu, Indonesia",1538137653
2018,09,28,12:20:24,-1.3949,119.7767,10,4.2,"56km S of Palu, Indonesia",1538137224
2018,09,28,12:05:04,-0.4158,120.0577,10,4.7,"56km NNE of Palu, Indonesia",1538136304
2018,09,28,11:43:52,-0.1663,119.5507,10,4.3,"87km NNW of Palu, Indonesia",1538135032
2018,09,28,11:42:47,-1.0331,119.9206,10,4.4,"16km SSE of Palu, Indonesia",1538134967
2018,09,28,11:39:12,-0.7109,119.9014,10,4.4,"20km N of Palu, Indonesia",1538134752
2018,09,28,11:36:27,-0.514,119.6889,10,4.6,"46km NNW of Palu, Indonesia",1538134587
2018,09,28,11:06:50,-1.5037,120.0576,10,5.2,"67km W of Kasiguncu, Indonesia",1538132810
2018,09,28,11:03:00,-1.1019,120.3888,10,4.3,"46km NW of Kasiguncu, Indonesia",1538132580
2018,09,28,10:50:25,-0.7806,119.9147,10,5.6,"13km NNE of Palu, Indonesia",1538131825
2018,09,28,10:49:04,-1.5194,120.2872,10,4.9,"42km WSW of Kasiguncu, Indonesia",1538131744
2018,09,28,10:47:44,-0.5499,119.8689,10,5.2,"37km N of Palu, Indonesia",1538131664
2018,09,28,10:39:03,-0.6847,119.8697,10,5.4,"22km N of Palu, Indonesia",1538131143
2018,09,28,10:38:28,-1.597,119.3741,10,4.6,"56km NNE of Babana, Indonesia",1538131108
2018,09,28,10:37:10,-1.4992,120.531,10,4.6,"16km WSW of Kasiguncu, Indonesia",1538131030
2018,09,28,10:35:14,-0.2715,120.0594,10,4.2,"71km NNE of Palu, Indonesia",1538130914
2018,09,28,10:26:11,-1.1072,119.4677,10,5.3,"50km WSW of Palu, Indonesia",1538130371
2018,09,28,10:25:04,-1.0465,119.9346,10,5.8,"18km SSE of Palu, Indonesia",1538130304
2018,09,28,10:24:45,-0.3521,120.7322,10,4.6,"112km ENE of Palu, Indonesia",1538130285
2018,09,28,10:24:06,-0.4903,120.0401,10,4.3,"48km NNE of Palu, Indonesia",1538130246
2018,09,28,10:16:48,-0.8748,120.0342,10,5.7,"18km E of Palu, Indonesia",1538129808
2018,09,28,10:14:20,-0.0175,119.7549,10,5.8,"97km N of Palu, Indonesia",1538129660
2018,09,28,10:02:45,-0.2559,119.8462,20,7.5,"70km N of Palu, Indonesia",1538128965
2018,09,28,09:57:37,-0.3165,119.9473,10,4.7,"64km N of Palu, Indonesia",1538128657
2018,09,28,09:22:48,-0.306,119.8209,10,4.4,"65km N of Palu, Indonesia",1538126568
2018,09,28,09:20:33,-0.2441,119.8815,10,4.5,"71km N of Palu, Indonesia",1538126433
2018,09,28,09:11:13,-0.404,119.8705,10,4.3,"53km N of Palu, Indonesia",1538125873
2018,09,28,08:24:58,-0.3464,119.8682,10,5.1,"60km N of Palu, Indonesia",1538123098
2018,09,28,08:00:28,-0.3928,119.8282,10,4.7,"55km N of Palu, Indonesia",1538121628
2018,09,28,07:50:43,-0.2606,119.9617,10,4.5,"70km N of Palu, Indonesia",1538121043
2018,09,28,07:28:37,-0.3749,119.925,10,4.9,"57km N of Palu, Indonesia",1538119717
2018,09,28,07:17:12,-0.219,119.9529,10,4.7,"74km N of Palu, Indonesia",1538119032
2018,09,28,07:03:18,-0.2102,120.0175,10,5.4,"77km NNE of Palu, Indonesia",1538118198
